name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,platform_group,console_type,rating_sem
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,0.69,0.04,0.22,0.06,80.0,79.0,T,1.01,Xbox,Home console,teen
Ace Combat X: Skies of Deception,PSP,2006,Simulation,0.37,0.3,0.12,0.19,75.0,83.0,T,0.98,Playstation,Portable console,teen
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,0.15,0.12,0.2,0.04,75.0,84.0,T,0.51,Playstation,Home console,teen
Ace Combat: Assault Horizon,PS3,2011,Action,0.3,0.15,0.22,0.07,77.0,67.0,T,0.74,Playstation,Home console,teen
Ace Combat: Assault Horizon,X360,2011,Action,0.3,0.12,0.03,0.04,78.0,62.0,T,0.48999999999999994,Xbox,Home console,teen
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,0.1,0.06,0.08,0.01,71.0,78.0,T,0.25,Nintendo,Portable console,teen
Ace Combat: Joint Assault,PSP,2010,Simulation,0.06,0.05,0.15,0.03,71.0,72.0,T,0.29000000000000004,Playstation,Portable console,teen
Achtung Panzer: Kharkov 1943,PC,2010,Strategy,0.0,0.01,0.0,0.0,70.0,83.0,Pending,0.01,PC,Home console,pending
Act of Aggression,PC,2015,Strategy,0.0,0.01,0.0,0.0,71.0,71.0,Pending,0.01,PC,Home console,pending
Action Bass,PS,2000,Action,0.64,0.43,0.0,0.07,51.0,83.0,E,1.1400000000000001,Playstation,Home console,everyone
Action Force,2600,1982,Action,0.5,0.03,0.0,0.01,70.0,75.0,Pending,0.54,Other,Home console,pending
Action Man-Operation Extreme,PS,2000,Action,0.05,0.03,0.0,0.01,73.5,83.0,Pending,0.09,Playstation,Home console,pending
Active Health with Carol Vorderman,DS,2009,Sports,0.0,0.18,0.0,0.01,66.0,74.0,Pending,0.19,Nintendo,Portable console,pending
Active Life Explorer,Wii,2010,Sports,0.13,0.0,0.0,0.01,65.0,71.5,E,0.14,Nintendo,Home console,everyone
Active Life: Extreme Challenge,Wii,2009,Sports,0.14,0.27,0.0,0.06,56.0,71.5,E,0.47000000000000003,Nintendo,Home console,everyone
Active Life: Magical Carnival,Wii,2011,Misc,0.03,0.01,0.0,0.0,65.0,71.5,E,0.04,Nintendo,Home console,everyone
Active Life: Outdoor Challenge,Wii,2008,Sports,0.78,0.43,0.19,0.14,69.0,81.0,E,1.54,Nintendo,Home console,everyone
Activision Anthology,GBA,2003,Misc,0.03,0.01,0.0,0.0,79.0,80.0,E,0.04,Nintendo,Portable console,everyone
Activision Anthology,PS2,2002,Misc,0.25,0.19,0.0,0.06,75.0,77.0,E,0.5,Playstation,Home console,everyone
Activision Hits: Remixed,PSP,2006,Misc,0.05,0.0,0.0,0.0,75.0,75.0,E,0.05,Playstation,Portable console,everyone
Actua Tennis,PS,1997,Sports,0.07,0.05,0.0,0.01,73.5,83.0,Pending,0.13,Playstation,Home console,pending
Adidas Power Soccer,PS,1996,Sports,0.02,0.01,0.0,0.0,73.5,83.0,Pending,0.03,Playstation,Home console,pending
Adidas Power Soccer 98,PS,1998,Sports,0.01,0.01,0.0,0.0,73.5,83.0,Pending,0.02,Playstation,Home console,pending
Adrenalin Misfits,X360,2010,Racing,0.12,0.02,0.0,0.01,50.0,70.0,E,0.15,Xbox,Home console,everyone
Advance Guardian Heroes,GBA,2004,Role-Playing,0.03,0.01,0.0,0.0,65.0,80.0,E,0.04,Nintendo,Portable console,everyone
Advance Wars,GBA,2001,Strategy,0.5,0.19,0.0,0.01,92.0,90.0,E,0.7,Nintendo,Portable console,everyone
Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,0.47,0.17,0.0,0.01,89.0,94.0,E,0.65,Nintendo,Portable console,everyone
Advance Wars: Days of Ruin,DS,2008,Strategy,0.43,0.12,0.0,0.05,86.0,87.0,E10+,0.6000000000000001,Nintendo,Portable console,everyone 10 and older
Advance Wars: Dual Strike,DS,2005,Strategy,0.3,0.02,0.04,0.03,90.0,90.0,E,0.39,Nintendo,Portable console,everyone
Advent Rising,XB,2005,Action,0.1,0.03,0.0,0.0,68.0,75.0,T,0.13,Xbox,Home console,teen
Adventure,2600,1979,Adventure,1.21,0.08,0.0,0.01,70.0,75.0,Pending,1.3,Other,Home console,pending
Adventure Island,NES,1986,Platform,0.0,0.0,1.05,0.0,70.0,75.0,Pending,1.05,Nintendo,Home console,pending
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013,Action,0.1,0.03,0.0,0.01,68.0,71.0,Pending,0.14,Nintendo,Portable console,pending
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,0.02,0.01,0.0,0.01,73.0,71.0,Pending,0.04,Playstation,Home console,pending
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,Action,0.02,0.01,0.0,0.0,73.5,71.0,Pending,0.03,Nintendo,Home console,pending
Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,0.03,0.04,0.0,0.01,71.0,70.0,Pending,0.08,Xbox,Home console,pending
Adventure Time: Finn & Jake Investigations,3DS,2015,Action,0.03,0.05,0.0,0.01,68.0,71.0,Pending,0.09,Nintendo,Portable console,pending
Adventure Time: Finn & Jake Investigations,PS3,2015,Action,0.02,0.05,0.0,0.01,73.0,71.0,Pending,0.08,Playstation,Home console,pending
Adventure Time: Finn & Jake Investigations,PS4,2015,Action,0.03,0.05,0.0,0.02,73.0,70.0,Pending,0.1,Playstation,Home console,pending
Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,0.03,0.02,0.0,0.0,73.5,71.0,Pending,0.05,Nintendo,Home console,pending
Adventure Time: Finn & Jake Investigations,X360,2015,Action,0.03,0.05,0.0,0.01,71.0,70.0,Pending,0.09,Xbox,Home console,pending
Adventure Time: Finn & Jake Investigations,XOne,2015,Action,0.03,0.02,0.0,0.0,76.0,68.0,Pending,0.05,Xbox,Home console,pending
Adventure Time: The Secret of the Nameless ,3DS,2014,Adventure,0.01,0.0,0.0,0.0,68.0,71.0,Pending,0.01,Nintendo,Portable console,pending
Adventure Time: The Secret of the Nameless ,X360,2014,Adventure,0.01,0.0,0.0,0.0,71.0,70.0,Pending,0.01,Xbox,Home console,pending
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,0.0,0.07,0.0,0.0,65.0,56.0,E10+,0.07,Nintendo,Portable console,everyone 10 and older
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,0.0,0.05,0.0,0.0,58.0,75.0,E10+,0.05,Xbox,Home console,everyone 10 and older
Adventures of Lolo,NES,1989,Puzzle,0.06,0.0,0.0,0.0,70.0,75.0,Pending,0.06,Nintendo,Home console,pending
Adventures of Tron,2600,1981,Action,0.63,0.03,0.0,0.01,70.0,75.0,Pending,0.67,Other,Home console,pending
Adventures to Go!,PSP,2008,Role-Playing,0.11,0.0,0.01,0.02,68.0,75.0,Pending,0.13999999999999999,Playstation,Portable console,pending
Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,0.02,0.0,0.0,0.0,62.0,65.0,E10+,0.02,Playstation,Portable console,everyone 10 and older
Aegis of Earth: Protonovus Assault,PS3,2016,Action,0.01,0.01,0.0,0.0,73.0,71.0,T,0.02,Playstation,Home console,teen
Aegis of Earth: Protonovus Assault,PS4,2016,Action,0.02,0.0,0.0,0.0,57.0,78.0,T,0.02,Playstation,Home console,teen
Aegis of Earth: Protonovus Assault,PSV,2016,Action,0.01,0.01,0.0,0.01,71.0,83.0,T,0.03,Playstation,Portable console,teen
Aeon Flux,PS2,2005,Action,0.02,0.02,0.0,0.01,66.0,58.0,T,0.05,Playstation,Home console,teen
Aeon Flux,XB,2005,Action,0.01,0.0,0.0,0.0,69.0,30.0,T,0.01,Xbox,Home console,teen
Aero Elite: Combat Academy,PS2,2002,Simulation,0.04,0.03,0.0,0.01,64.0,70.0,E,0.08,Playstation,Home console,everyone
Aero Gauge,N64,1997,Racing,0.06,0.01,0.0,0.0,70.0,75.0,Pending,0.06999999999999999,Nintendo,Home console,pending
AeroFighters Assault,N64,1997,Action,0.15,0.04,0.0,0.0,70.0,75.0,Pending,0.19,Nintendo,Home console,pending
Afrika,PS3,2008,Adventure,0.12,0.0,0.08,0.01,63.0,62.0,E10+,0.21000000000000002,Playstation,Home console,everyone 10 and older
Afro Samurai,PS3,2009,Action,0.12,0.05,0.0,0.03,65.0,61.0,M,0.19999999999999998,Playstation,Home console,mature
Afro Samurai,X360,2009,Action,0.16,0.05,0.0,0.02,65.0,62.0,M,0.23,Xbox,Home console,mature
After Hours Athletes,PS3,2011,Sports,0.0,0.1,0.0,0.02,73.0,71.0,Pending,0.12000000000000001,Playstation,Home console,pending
Again,DS,2009,Adventure,0.07,0.0,0.0,0.0,66.0,74.0,Pending,0.07,Nintendo,Portable console,pending
Agarest Senki: Re-appearance,PS3,-1,Role-Playing,0.0,0.0,0.01,0.0,73.0,71.0,Pending,0.01,Playstation,Home console,pending
Agassi Tennis Generation,PS2,2003,Sports,0.04,0.03,0.0,0.01,70.0,60.0,E,0.08,Playstation,Home console,everyone
Agatha Christie's The ABC Murders,PS4,2016,Adventure,0.01,0.01,0.0,0.0,67.0,62.0,T,0.02,Playstation,Home console,teen
Agatha Christie's The ABC Murders,XOne,2016,Adventure,0.01,0.0,0.0,0.0,66.0,75.0,Pending,0.01,Xbox,Home console,pending
Agatha Christie: And Then There Were None,Wii,2008,Adventure,0.06,0.01,0.0,0.01,50.0,62.0,T,0.07999999999999999,Nintendo,Home console,teen
Agatha Christie: Death on the Nile,PC,2008,Adventure,0.0,0.01,0.0,0.0,78.0,75.0,T,0.01,PC,Home console,teen
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,0.06,0.01,0.0,0.01,46.0,73.0,T,0.07999999999999999,Nintendo,Home console,teen
Agatha Christie: Peril at End House,PC,2009,Adventure,0.0,0.01,0.0,0.0,78.0,75.0,T,0.01,PC,Home console,teen
Agatha Christie: The ABC Murders,DS,2009,Adventure,0.08,0.01,0.0,0.01,53.0,65.0,T,0.09999999999999999,Nintendo,Portable console,teen
Agatha Christie: The ABC Murders,PC,2016,Adventure,0.0,0.02,0.0,0.0,66.0,85.0,Pending,0.02,PC,Home console,pending
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,0.0,0.02,0.0,0.0,83.0,84.0,M,0.02,PC,Home console,mature
Age of Empires II: The Age of Kings,PC,1999,Strategy,0.01,0.08,0.0,0.01,92.0,90.0,T,0.09999999999999999,PC,Home console,teen
Age of Empires III,PC,2005,Strategy,0.0,0.33,0.0,0.05,81.0,77.0,T,0.38,PC,Home console,teen
Age of Empires III: Complete Collection,PC,2009,Strategy,0.01,0.12,0.0,0.03,78.0,85.0,T,0.16,PC,Home console,teen
Age of Empires III: Gold Edition,PC,2007,Strategy,0.0,0.02,0.0,0.0,78.0,78.0,T,0.02,PC,Home console,teen
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,0.0,0.05,0.0,0.01,81.0,85.0,T,0.060000000000000005,PC,Home console,teen
Age of Empires Online,PC,2011,Strategy,0.01,0.04,0.0,0.01,70.0,56.0,E10+,0.060000000000000005,PC,Home console,everyone 10 and older
Age of Empires: Collector's Edition,PC,2000,Strategy,0.02,0.1,0.0,0.02,78.0,80.0,T,0.14,PC,Home console,teen
Age of Empires: Mythologies,DS,2008,Strategy,0.16,0.03,0.0,0.02,78.0,69.0,E10+,0.21,Nintendo,Portable console,everyone 10 and older
Age of Empires: The Age of Kings,DS,2006,Strategy,0.18,0.02,0.0,0.02,80.0,79.0,E10+,0.21999999999999997,Nintendo,Portable console,everyone 10 and older
Age of Mythology,PC,2002,Strategy,0.02,0.06,0.0,0.01,89.0,89.0,T,0.09,PC,Home console,teen
Age of Mythology: The Titans,PC,2003,Strategy,0.02,0.02,0.0,0.0,84.0,87.0,T,0.04,PC,Home console,teen
Aggressive Inline,GC,2002,Sports,0.04,0.01,0.0,0.0,88.0,78.0,T,0.05,Nintendo,Home console,teen
Aggressive Inline,PS2,2002,Sports,0.17,0.13,0.0,0.04,85.0,87.0,T,0.34,Playstation,Home console,teen
Aggressive Inline,XB,2002,Sports,0.05,0.01,0.0,0.0,85.0,77.0,T,0.060000000000000005,Xbox,Home console,teen
Agile Warrior F-111X,PS,1995,Simulation,0.08,0.05,0.0,0.01,73.5,83.0,Pending,0.14,Playstation,Home console,pending
Aibou DS,DS,2009,Adventure,0.0,0.0,0.08,0.0,66.0,74.0,Pending,0.08,Nintendo,Portable console,pending
Aidyn Chronicles: The First Mage,N64,2001,Role-Playing,0.08,0.02,0.0,0.0,70.0,75.0,Pending,0.1,Nintendo,Home console,pending
Aikatsu Stars! My Special Appeal,3DS,2016,Action,0.0,0.0,0.01,0.0,68.0,71.0,Pending,0.01,Nintendo,Portable console,pending
Aikatsu! 2-nin no My Princess,3DS,2013,Action,0.0,0.0,0.26,0.0,68.0,71.0,Pending,0.26,Nintendo,Portable console,pending
Aikatsu! 365 Idol Days,3DS,2014,Adventure,0.0,0.0,0.13,0.0,68.0,71.0,Pending,0.13,Nintendo,Portable console,pending
Aikatsu! Cinderella Lesson,3DS,2012,Role-Playing,0.0,0.0,0.2,0.0,68.0,71.0,Pending,0.2,Nintendo,Portable console,pending
Aikatsu! My No.1 Stage!,3DS,2015,Misc,0.0,0.0,0.08,0.0,68.0,71.0,Pending,0.08,Nintendo,Portable console,pending
Ailu de Puzzle,PSP,2012,Action,0.0,0.0,0.04,0.0,68.0,75.0,Pending,0.04,Playstation,Portable console,pending
Air Combat,PS,1995,Simulation,0.92,0.33,0.52,0.05,73.5,83.0,Pending,1.82,Playstation,Home console,pending
Air Conflicts: Aces of World War II,PSP,2009,Simulation,0.05,0.0,0.0,0.0,36.0,75.0,T,0.05,Playstation,Portable console,teen
Air Conflicts: Secret Wars,PC,2011,Simulation,0.0,0.02,0.0,0.01,65.0,64.0,T,0.03,PC,Home console,teen
Air Conflicts: Secret Wars,PS3,2011,Simulation,0.1,0.06,0.0,0.03,51.0,71.0,T,0.19,Playstation,Home console,teen
Air Conflicts: Secret Wars,X360,2011,Simulation,0.06,0.02,0.0,0.01,61.0,70.0,T,0.09,Xbox,Home console,teen
Air Raid,2600,1981,Action,0.72,0.04,0.0,0.01,70.0,75.0,Pending,0.77,Other,Home console,pending
Air Traffic Chaos,DS,2007,Simulation,0.05,0.0,0.0,0.0,66.0,74.0,E,0.05,Nintendo,Portable console,everyone
Air-Sea Battle,2600,1977,Shooter,0.91,0.06,0.0,0.01,70.0,75.0,Pending,0.98,Other,Home console,pending
AirForce Delta Storm,GBA,2002,Shooter,0.02,0.01,0.0,0.0,71.0,80.0,E,0.03,Nintendo,Portable console,everyone
AirForce Delta Storm,XB,2001,Shooter,0.14,0.04,0.0,0.01,61.0,71.0,E,0.19000000000000003,Xbox,Home console,everyone
AirForce Delta Strike,PS2,2004,Simulation,0.05,0.04,0.0,0.01,66.0,70.0,T,0.09999999999999999,Playstation,Home console,teen
Airblade,PS2,2001,Sports,0.11,0.09,0.0,0.03,70.0,58.0,T,0.23,Playstation,Home console,teen
Airborne Troops: Countdown to D-Day,PS2,2005,Shooter,0.06,0.05,0.0,0.02,39.0,81.0,T,0.13,Playstation,Home console,teen
Airline Tycoon,PC,2000,Simulation,0.0,0.01,0.0,0.0,78.0,80.0,E,0.01,PC,Home console,everyone
Airline Tycoon 2,PC,2011,Simulation,0.0,0.04,0.0,0.01,57.0,55.0,E,0.05,PC,Home console,everyone
Airlock,2600,1981,Action,0.36,0.02,0.0,0.0,70.0,75.0,Pending,0.38,Other,Home console,pending
Airport Simulator,PC,2011,Simulation,0.0,0.02,0.0,0.0,78.0,75.0,Pending,0.02,PC,Home console,pending
Airship Q,PSV,2015,Platform,0.0,0.0,0.03,0.0,71.0,76.0,Pending,0.03,Playstation,Portable console,pending
Aiyoku no Eustia,PSV,2014,Misc,0.0,0.0,0.01,0.0,71.0,76.0,Pending,0.01,Playstation,Portable console,pending
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,0.0,0.0,0.06,0.0,66.0,74.0,Pending,0.06,Nintendo,Portable console,pending
Akai Ito DS,DS,2008,Adventure,0.0,0.0,0.02,0.0,66.0,74.0,Pending,0.02,Nintendo,Portable console,pending
Akai Katana Shin,X360,2011,Shooter,0.04,0.0,0.01,0.0,71.0,70.0,Pending,0.05,Xbox,Home console,pending
Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,0.0,0.0,0.03,0.0,70.0,80.0,Pending,0.03,Playstation,Home console,pending
Akatsuki no Amaneka to Aoi Kyojin,PSP,2010,Strategy,0.0,0.0,0.01,0.0,68.0,75.0,Pending,0.01,Playstation,Portable console,pending
Akatsuki no Goei Trinity,PS3,2012,Adventure,0.0,0.0,0.01,0.0,73.0,71.0,Pending,0.01,Playstation,Home console,pending
Akatsuki no Goei Trinity,PSP,2012,Adventure,0.0,0.0,0.01,0.0,68.0,75.0,Pending,0.01,Playstation,Portable console,pending
Akiba's Trip,PSP,2011,Adventure,0.0,0.0,0.14,0.0,68.0,75.0,Pending,0.14,Playstation,Portable console,pending
Akiba's Trip Plus,PSP,2012,Adventure,0.0,0.0,0.08,0.0,68.0,75.0,Pending,0.08,Playstation,Portable console,pending
Akiba's Trip: Undead & Undressed,PS3,2013,Action,0.05,0.01,0.04,0.01,73.0,71.0,Pending,0.11,Playstation,Home console,pending
Akiba's Trip: Undead & Undressed,PS4,2014,Action,0.08,0.0,0.01,0.02,73.0,70.0,Pending,0.11,Playstation,Home console,pending
Akiba's Trip: Undead & Undressed,PSV,2013,Action,0.04,0.02,0.08,0.01,71.0,76.0,Pending,0.15000000000000002,Playstation,Portable console,pending
Akko ni Omakase! Brain Shock,DS,2006,Misc,0.0,0.0,0.04,0.0,66.0,74.0,Pending,0.04,Nintendo,Portable console,pending
Akuji the Heartless,PS,1998,Platform,0.07,0.04,0.0,0.01,73.5,83.0,Pending,0.12000000000000001,Playstation,Home console,pending
Aladdin Magic Racer,Wii,2011,Racing,0.01,0.0,0.0,0.0,65.0,71.5,E,0.01,Nintendo,Home console,everyone
Alan Wake,PC,2012,Action,0.0,0.06,0.0,0.01,83.0,80.0,T,0.06999999999999999,PC,Home console,teen
Alan Wake,X360,2010,Action,0.66,0.5,0.05,0.13,83.0,81.0,T,1.3400000000000003,Xbox,Home console,teen
Alex Rider: Stormbreaker,DS,2006,Action,0.06,0.0,0.0,0.0,48.0,61.0,T,0.06,Nintendo,Portable console,teen
Alexi Lalas International Soccer,PS,1998,Sports,0.04,0.03,0.0,0.0,73.5,83.0,Pending,0.07,Playstation,Home console,pending
Alfa Romeo Racing Italiano,PS2,2005,Racing,0.01,0.01,0.0,0.0,70.0,68.0,E,0.02,Playstation,Home console,everyone
Alia's Carnival! Sacrament,PSV,2015,Adventure,0.0,0.0,0.03,0.0,71.0,76.0,Pending,0.03,Playstation,Portable console,pending
Alias,PS2,2004,Action,0.05,0.04,0.0,0.01,64.0,80.0,T,0.09999999999999999,Playstation,Home console,teen
Alias,XB,2004,Action,0.04,0.01,0.0,0.0,64.0,60.0,T,0.05,Xbox,Home console,teen
Alice in Wonderland,DS,2010,Adventure,0.25,0.17,0.0,0.04,78.0,74.0,E10+,0.46,Nintendo,Portable console,everyone 10 and older
Alice in Wonderland,Wii,2010,Adventure,0.25,0.21,0.0,0.05,69.0,74.0,E10+,0.51,Nintendo,Home console,everyone 10 and older
Alice: Madness Returns,PC,2011,Adventure,0.0,0.1,0.0,0.02,75.0,84.0,M,0.12000000000000001,PC,Home console,mature
Alice: Madness Returns,PS3,2011,Adventure,0.22,0.24,0.04,0.08,70.0,79.0,M,0.58,Playstation,Home console,mature
Alice: Madness Returns,X360,2011,Adventure,0.27,0.14,0.04,0.04,70.0,81.0,M,0.49,Xbox,Home console,mature
Alien,2600,1981,Action,0.74,0.04,0.0,0.01,70.0,75.0,Pending,0.79,Other,Home console,pending
Alien Breed Trilogy,X360,2011,Shooter,0.0,0.02,0.0,0.0,71.0,70.0,Pending,0.02,Xbox,Home console,pending
Alien Hominid,GC,2004,Shooter,0.07,0.02,0.0,0.0,78.0,85.0,T,0.09000000000000001,Nintendo,Home console,teen
Alien Hominid,PS2,2004,Shooter,0.05,0.04,0.0,0.01,78.0,83.0,T,0.09999999999999999,Playstation,Home console,teen
Alien Monster Bowling League,Wii,2009,Sports,0.09,0.0,0.0,0.01,65.0,71.5,E10+,0.09999999999999999,Nintendo,Home console,everyone 10 and older
Alien Resurrection,PS,2000,Shooter,0.09,0.06,0.0,0.01,61.0,75.0,M,0.16,Playstation,Home console,mature
Alien Syndrome,PSP,2007,Role-Playing,0.07,0.0,0.0,0.01,51.0,60.0,T,0.08,Playstation,Portable console,teen
Alien Syndrome,Wii,2007,Role-Playing,0.05,0.0,0.0,0.0,48.0,71.0,T,0.05,Nintendo,Home console,teen
Alien Trilogy,PS,1996,Shooter,0.24,0.16,0.04,0.03,73.5,83.0,Pending,0.47,Playstation,Home console,pending
Alien's Return,2600,1982,Action,0.32,0.02,0.0,0.0,70.0,75.0,Pending,0.34,Other,Home console,pending
Alien: Isolation,PC,2014,Shooter,0.0,0.14,0.0,0.01,81.0,84.0,M,0.15000000000000002,PC,Home console,mature
Alien: Isolation,PS3,2014,Shooter,0.12,0.16,0.0,0.05,73.0,83.0,M,0.33,Playstation,Home console,mature
Alien: Isolation,PS4,2014,Shooter,0.34,0.57,0.04,0.17,79.0,81.0,M,1.1199999999999999,Playstation,Home console,mature
Alien: Isolation,X360,2014,Shooter,0.15,0.1,0.0,0.02,71.0,82.0,M,0.27,Xbox,Home console,mature
Alien: Isolation,XOne,2014,Shooter,0.22,0.24,0.0,0.04,78.0,78.0,M,0.49999999999999994,Xbox,Home console,mature
Alienators: Evolution Continues,GBA,2001,Action,0.03,0.01,0.0,0.0,54.0,80.0,E,0.04,Nintendo,Portable console,everyone
Aliens in the Attic,DS,2009,Action,0.05,0.0,0.0,0.0,58.0,60.0,E10+,0.05,Nintendo,Portable console,everyone 10 and older
Aliens in the Attic,Wii,2009,Action,0.07,0.0,0.0,0.01,65.0,71.5,E10+,0.08,Nintendo,Home console,everyone 10 and older
Aliens versus Predator: Extinction,PS2,2003,Strategy,0.09,0.07,0.0,0.02,66.0,84.0,T,0.18,Playstation,Home console,teen
Aliens versus Predator: Extinction,XB,2003,Strategy,0.06,0.02,0.0,0.0,64.0,77.0,T,0.08,Xbox,Home console,teen
Aliens vs Predator,PC,2010,Shooter,0.0,0.17,0.0,0.02,68.0,74.0,M,0.19,PC,Home console,mature
Aliens vs Predator,PS3,2010,Shooter,0.41,0.46,0.0,0.18,65.0,73.0,M,1.05,Playstation,Home console,mature
Aliens vs Predator,X360,2010,Shooter,0.55,0.4,0.0,0.11,64.0,73.0,M,1.06,Xbox,Home console,mature
Aliens vs Predator: Requiem,PSP,2007,Action,0.03,0.12,0.0,0.07,49.0,56.0,T,0.22,Playstation,Portable console,teen
Aliens: Colonial Marines,PC,2013,Shooter,0.1,0.06,0.0,0.02,45.0,35.0,M,0.18,PC,Home console,mature
Aliens: Colonial Marines,PS3,2013,Shooter,0.2,0.29,0.0,0.11,43.0,36.0,M,0.6,Playstation,Home console,mature
Aliens: Colonial Marines,X360,2013,Shooter,0.36,0.34,0.0,0.07,48.0,38.0,M,0.77,Xbox,Home console,mature
Aliens: Infestation,DS,2011,Action,0.09,0.05,0.0,0.02,76.0,82.0,T,0.16,Nintendo,Portable console,teen
All Grown Up! Express Yourself,GBA,2004,Misc,0.13,0.05,0.0,0.0,69.0,80.0,Pending,0.18,Nintendo,Portable console,pending
All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.17,0.06,0.0,0.0,69.0,80.0,Pending,0.23,Nintendo,Portable console,pending
All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,0.0,0.0,0.15,0.0,70.0,75.0,Pending,0.15,Other,Home console,pending
All Kamen Rider: Rider Generation,DS,2011,Action,0.0,0.0,0.12,0.0,66.0,74.0,Pending,0.12,Nintendo,Portable console,pending
All Kamen Rider: Rider Generation 2,DS,2012,Action,0.0,0.0,0.1,0.0,66.0,74.0,Pending,0.1,Nintendo,Portable console,pending
All Kamen Rider: Rider Generation 2,PSP,2012,Action,0.0,0.0,0.06,0.0,68.0,75.0,Pending,0.06,Playstation,Portable console,pending
All Points Bulletin,PC,2010,Role-Playing,0.0,0.03,0.0,0.01,78.0,75.0,Pending,0.04,PC,Home console,pending
All Star Cheer Squad,DS,2008,Sports,0.26,0.0,0.0,0.02,66.0,74.0,E,0.28,Nintendo,Portable console,everyone
All Star Cheer Squad,Wii,2008,Sports,0.43,0.29,0.0,0.08,65.0,52.0,E,0.7999999999999999,Nintendo,Home console,everyone
All Star Cheer Squad 2,Wii,2009,Sports,0.12,0.0,0.0,0.01,65.0,71.5,E,0.13,Nintendo,Home console,everyone
All Star Karate,Wii,2010,Action,0.13,0.07,0.0,0.02,46.0,71.5,E10+,0.22,Nintendo,Home console,everyone 10 and older
All Star Pro-Wrestling,PS2,2000,Fighting,0.0,0.0,0.2,0.0,70.0,80.0,Pending,0.2,Playstation,Home console,pending
All Star Tennis 99,N64,1999,Sports,0.04,0.01,0.0,0.0,70.0,75.0,Pending,0.05,Nintendo,Home console,pending
All-Pro Football 2K8,PS3,2007,Sports,0.14,0.0,0.0,0.01,73.0,73.0,E10+,0.15000000000000002,Playstation,Home console,everyone 10 and older
All-Pro Football 2K8,X360,2007,Sports,0.24,0.0,0.0,0.02,75.0,68.0,E10+,0.26,Xbox,Home console,everyone 10 and older
All-Star Baseball 2000,N64,1999,Sports,0.36,0.03,0.0,0.0,70.0,75.0,Pending,0.39,Nintendo,Home console,pending
All-Star Baseball 2001,N64,2000,Sports,0.22,0.01,0.0,0.0,70.0,75.0,Pending,0.23,Nintendo,Home console,pending
All-Star Baseball 2002,GC,2001,Sports,0.17,0.04,0.0,0.01,66.0,56.0,E,0.22000000000000003,Nintendo,Home console,everyone
All-Star Baseball 2002,PS2,2001,Sports,0.27,0.21,0.0,0.07,77.0,76.0,E,0.55,Playstation,Home console,everyone
All-Star Baseball 2003,GBA,2002,Sports,0.11,0.04,0.0,0.0,77.0,80.0,E,0.15,Nintendo,Portable console,everyone
